Archive_Date,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
31-01-2019,2604,Vascular Surgery,Adult,16-64, 9-12 Months,10
31-01-2019,2604,Vascular Surgery,Adult,16-64,18 Months +,19
31-01-2019,2604,Vascular Surgery,Adult,65+, 0-3 Months,70
31-01-2019,2604,Vascular Surgery,Adult,65+, 3-6 Months,49
31-01-2019,2604,Vascular Surgery,Adult,65+,12-15 Months,13
31-01-2019,2700,Infectious Diseases,Adult,16-64, 0-3 Months,17
31-01-2019,2700,Infectious Diseases,Adult,16-64, 3-6 Months,5
31-01-2019,2700,Infectious Diseases,Adult,16-64, 6-9 Months,1
31-01-2019,3000,Rehabilitation Medicine,Adult,16-64, 3-6 Months,2
31-01-2019,7000,Dental Surgery,Adult,16-64, 0-3 Months,6
31-01-2019,7500,Radiotherapy,Adult,65+, 0-3 Months,6
31-01-2019,7800,Urology,Adult,65+,18 Months +,48
31-01-2019,8003,Pain Relief,Adult,16-64, 0-3 Months,166
31-01-2019,8003,Pain Relief,Adult,16-64, 6-9 Months,81
31-01-2019,8003,Pain Relief,Adult,65+, 3-6 Months,39
31-01-2019,100,Cardiology,Adult,65+, 3-6 Months,7
31-01-2019,100,Cardiology,Adult,65+, 6-9 Months,23
31-01-2019,300,Dermatology,Adult,16-64, 9-12 Months,36
31-01-2019,1100,Haematology,Adult,16-64,18 Months +,35
31-01-2019,1100,Haematology,Adult,65+, 3-6 Months,35
31-01-2019,1100,Haematology,Adult,65+,12-15 Months,16
31-01-2019,1300,Neurology,Adult,16-64,18 Months +,116
31-01-2019,1300,Neurology,Adult,65+, 3-6 Months,75
31-01-2019,1300,Neurology,Adult,65+, 6-9 Months,42
31-01-2019,1300,Neurology,Adult,65+,12-15 Months,34
31-01-2019,1503,Gynaecology,Adult,16-64, 6-9 Months,51
31-01-2019,1503,Gynaecology,Adult,16-64,12-15 Months,1
31-01-2019,1503,Gynaecology,Adult,65+, 9-12 Months,1
31-01-2019,1600,Oncology,Adult,16-64, 9-12 Months,1
31-01-2019,1600,Oncology,Adult,65+, 3-6 Months,2
31-01-2019,1700,Ophthalmology,Adult,16-64, 6-9 Months,3
31-01-2019,1700,Ophthalmology,Adult,65+, 9-12 Months,5
31-01-2019,1800,Orthopaedics,Adult,0-15, 0-3 Months,2
31-01-2019,1800,Orthopaedics,Adult,0-15, 3-6 Months,1
31-01-2019,1800,Orthopaedics,Adult,16-64, 0-3 Months,558
31-01-2019,1800,Orthopaedics,Adult,16-64, 3-6 Months,425
31-01-2019,1800,Orthopaedics,Adult,16-64, 6-9 Months,345
31-01-2019,1800,Orthopaedics,Adult,16-64,15-18 Months,92
31-01-2019,2000,Plastic Surgery,Adult,0-15, 9-12 Months,1
31-01-2019,2000,Plastic Surgery,Adult,65+, 0-3 Months,120
31-01-2019,2000,Plastic Surgery,Adult,65+, 6-9 Months,50
31-01-2019,2000,Plastic Surgery,Adult,65+,12-15 Months,34
31-01-2019,2000,Plastic Surgery,Adult,65+,18 Months +,93
31-01-2019,2100,Psychiatry,Adult,16-64, 0-3 Months,28
31-01-2019,2100,Psychiatry,Adult,16-64, 3-6 Months,4
31-01-2019,2300,Nephrology,Adult,16-64, 0-3 Months,52
31-01-2019,2300,Nephrology,Adult,16-64, 6-9 Months,1
31-01-2019,2300,Nephrology,Adult,65+, 3-6 Months,34
31-01-2019,2400,Respiratory Medicine,Adult,0-15, 0-3 Months,1
31-01-2019,2400,Respiratory Medicine,Adult,65+, 9-12 Months,29
31-01-2019,2500,Rheumatology,Adult,16-64, 3-6 Months,205
31-01-2019,2500,Rheumatology,Adult,16-64, 6-9 Months,220
31-01-2019,2500,Rheumatology,Adult,16-64,12-15 Months,96
31-01-2019,2600,General Surgery,Adult,16-64, 9-12 Months,1
31-01-2019,2604,Vascular Surgery,Adult,0-15, 6-9 Months,1
31-01-2019,2604,Vascular Surgery,Adult,16-64, 6-9 Months,58
31-01-2019,2604,Vascular Surgery,Adult,16-64,15-18 Months,13
31-01-2019,2604,Vascular Surgery,Adult,65+, 9-12 Months,12
31-01-2019,7600,Cardio-Thoracic Surgery,Adult,65+, 0-3 Months,6
31-01-2019,7600,Cardio-Thoracic Surgery,Adult,65+, 3-6 Months,3
31-01-2019,7800,Urology,Adult,16-64, 0-3 Months,308
31-01-2019,7800,Urology,Adult,16-64, 3-6 Months,188
31-01-2019,7800,Urology,Adult,16-64,12-15 Months,84
31-01-2019,7800,Urology,Adult,65+,15-18 Months,26
31-01-2019,8003,Pain Relief,Adult,16-64, 9-12 Months,5
31-01-2019,300,Dermatology,Adult,16-64, 0-3 Months,135
31-01-2019,300,Dermatology,Adult,65+, 3-6 Months,15
31-01-2019,300,Dermatology,Adult,65+, 6-9 Months,12
31-01-2019,1800,Orthopaedics,Adult,16-64,18 Months +,216
31-01-2019,1800,Orthopaedics,Adult,65+, 0-3 Months,214
31-01-2019,1800,Orthopaedics,Adult,65+, 6-9 Months,135
31-01-2019,1800,Orthopaedics,Adult,65+, 9-12 Months,89
31-01-2019,2000,Plastic Surgery,Adult,65+,15-18 Months,21
31-01-2019,2100,Psychiatry,Adult,65+, 0-3 Months,3
31-01-2019,2100,Psychiatry,Adult,65+, 3-6 Months,1
31-01-2019,2300,Nephrology,Adult,16-64, 3-6 Months,29
31-01-2019,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,362
31-01-2019,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,222
31-01-2019,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,208
31-01-2019,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,164
31-01-2019,2400,Respiratory Medicine,Adult,16-64,12-15 Months,120
31-01-2019,2500,Rheumatology,Adult,16-64, 0-3 Months,245
31-01-2019,2500,Rheumatology,Adult,16-64,15-18 Months,69
31-01-2019,2500,Rheumatology,Adult,16-64,18 Months +,279
31-01-2019,2500,Rheumatology,Adult,65+, 3-6 Months,67
31-01-2019,2500,Rheumatology,Adult,65+, 6-9 Months,70
31-01-2019,2500,Rheumatology,Adult,65+, 9-12 Months,56
31-01-2019,2500,Rheumatology,Adult,65+,12-15 Months,29
31-01-2019,2600,General Surgery,Adult,65+, 0-3 Months,176
31-01-2019,2600,General Surgery,Adult,65+, 9-12 Months,1
31-01-2019,2604,Vascular Surgery,Adult,65+,15-18 Months,8
31-01-2019,2604,Vascular Surgery,Adult,65+,18 Months +,17
31-01-2019,7000,Dental Surgery,Adult,65+, 0-3 Months,3
31-01-2019,7800,Urology,Adult,16-64,15-18 Months,44
31-01-2019,7800,Urology,Adult,16-64,18 Months +,153
31-01-2019,7800,Urology,Adult,65+, 0-3 Months,148
31-01-2019,7800,Urology,Adult,65+, 3-6 Months,89
31-01-2019,7800,Urology,Adult,65+, 6-9 Months,43
31-01-2019,7800,Urology,Adult,65+, 9-12 Months,37
31-01-2019,7800,Urology,Adult,65+,12-15 Months,38
31-01-2019,8003,Pain Relief,Adult,16-64, 3-6 Months,144
31-01-2019,100,Cardiology,Adult,16-64, 0-3 Months,33
31-01-2019,100,Cardiology,Adult,16-64, 3-6 Months,13
31-01-2019,100,Cardiology,Adult,16-64, 6-9 Months,32
31-01-2019,100,Cardiology,Adult,16-64, 9-12 Months,19
31-01-2019,100,Cardiology,Adult,16-64,12-15 Months,2
31-01-2019,300,Dermatology,Adult,16-64, 3-6 Months,27
31-01-2019,300,Dermatology,Adult,16-64, 6-9 Months,33
31-01-2019,600,Otolaryngology (ENT),Adult,0-15, 0-3 Months,1
31-01-2019,600,Otolaryngology (ENT),Adult,0-15, 6-9 Months,2
31-01-2019,600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,69
31-01-2019,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,34
31-01-2019,700,Gastro-Enterology,Adult,16-64, 3-6 Months,20
31-01-2019,1503,Gynaecology,Adult,16-64,15-18 Months,27
31-01-2019,1503,Gynaecology,Adult,16-64,18 Months +,9
31-01-2019,1503,Gynaecology,Adult,65+, 0-3 Months,25
31-01-2019,1503,Gynaecology,Adult,65+, 3-6 Months,14
31-01-2019,1503,Gynaecology,Adult,65+, 9-12 Months,19
31-01-2019,1503,Gynaecology,Adult,65+,12-15 Months,7
31-01-2019,2604,Vascular Surgery,Adult,16-64,12-15 Months,17
31-01-2019,2604,Vascular Surgery,Adult,65+, 6-9 Months,32
31-01-2019,2700,Infectious Diseases,Adult,65+, 0-3 Months,4
31-01-2019,3000,Rehabilitation Medicine,Adult,16-64, 0-3 Months,5
31-01-2019,7500,Radiotherapy,Adult,16-64, 0-3 Months,19
31-01-2019,7600,Cardio-Thoracic Surgery,Adult,16-64, 0-3 Months,4
31-01-2019,7600,Cardio-Thoracic Surgery,Adult,16-64, 6-9 Months,1
31-01-2019,7800,Urology,Adult,0-15, 3-6 Months,1
31-01-2019,7800,Urology,Adult,16-64, 6-9 Months,167
31-01-2019,7800,Urology,Adult,16-64, 9-12 Months,134
31-01-2019,8003,Pain Relief,Adult,65+, 0-3 Months,51
31-01-2019,8003,Pain Relief,Adult,65+, 6-9 Months,27
31-01-2019,8003,Pain Relief,Adult,65+, 9-12 Months,2
31-01-2019,100,Cardiology,Adult,65+, 0-3 Months,30
31-01-2019,100,Cardiology,Adult,65+, 9-12 Months,6
31-01-2019,300,Dermatology,Adult,65+, 0-3 Months,52
31-01-2019,300,Dermatology,Adult,65+, 9-12 Months,7
31-01-2019,400,Endocrinology,Adult,16-64, 0-3 Months,12
31-01-2019,400,Endocrinology,Adult,16-64, 6-9 Months,2
31-01-2019,400,Endocrinology,Adult,16-64, 9-12 Months,1
31-01-2019,402,Diabetes Mellitus,Adult,16-64, 0-3 Months,4
31-01-2019,402,Diabetes Mellitus,Adult,16-64, 3-6 Months,7
31-01-2019,402,Diabetes Mellitus,Adult,16-64, 6-9 Months,2
31-01-2019,402,Diabetes Mellitus,Adult,16-64, 9-12 Months,1
31-01-2019,600,Otolaryngology (ENT),Adult,65+, 0-3 Months,49
31-01-2019,600,Otolaryngology (ENT),Adult,65+, 3-6 Months,9
31-01-2019,600,Otolaryngology (ENT),Adult,65+, 9-12 Months,1
31-01-2019,600,Otolaryngology (ENT),Adult,65+,12-15 Months,1
31-01-2019,700,Gastro-Enterology,Adult,65+, 0-3 Months,39
31-01-2019,700,Gastro-Enterology,Adult,65+, 6-9 Months,1
31-01-2019,1503,Gynaecology,Adult,16-64, 6-9 Months,64
31-01-2019,1700,Ophthalmology,Adult,65+, 0-3 Months,11
31-01-2019,1700,Ophthalmology,Adult,65+, 3-6 Months,1
31-01-2019,1800,Orthopaedics,Adult,16-64, 0-3 Months,8
31-01-2019,1800,Orthopaedics,Adult,16-64, 3-6 Months,2
31-01-2019,2600,General Surgery,Adult,16-64,18 Months +,21
31-01-2019,2600,General Surgery,Adult,65+, 3-6 Months,38
31-01-2019,2600,General Surgery,Adult,65+, 6-9 Months,17
31-01-2019,2600,General Surgery,Adult,65+, 9-12 Months,12
31-01-2019,2600,General Surgery,Adult,65+,12-15 Months,5
31-01-2019,2604,Vascular Surgery,Adult,65+, 3-6 Months,20
31-01-2019,2604,Vascular Surgery,Adult,65+, 6-9 Months,18
31-01-2019,2604,Vascular Surgery,Adult,65+, 9-12 Months,4
31-01-2019,7800,Urology,Adult,16-64, 3-6 Months,24
31-01-2019,7800,Urology,Adult,65+, 0-3 Months,30
31-01-2019,9000,Other,Adult,16-64, 0-3 Months,1
31-01-2019,600,Otolaryngology (ENT),Adult,16-64,15-18 Months,163
31-01-2019,600,Otolaryngology (ENT),Child,0-15, 0-3 Months,79
31-01-2019,600,Otolaryngology (ENT),Child,0-15, 6-9 Months,110
31-01-2019,600,Otolaryngology (ENT),Child,0-15, 9-12 Months,64
31-01-2019,1700,Ophthalmology,Adult,65+,15-18 Months,237
31-01-2019,1700,Ophthalmology,Adult,65+,18 Months +,1283
31-01-2019,300,Dermatology,Adult,16-64,15-18 Months,2
31-01-2019,400,Endocrinology,Adult,65+, 9-12 Months,1
31-01-2019,402,Diabetes Mellitus,Adult,65+, 0-3 Months,6
31-01-2019,600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,179
31-01-2019,600,Otolaryngology (ENT),Adult,16-64,15-18 Months,2
31-01-2019,600,Otolaryngology (ENT),Adult,65+, 6-9 Months,2
31-01-2019,700,Gastro-Enterology,Adult,16-64, 9-12 Months,1
31-01-2019,1503,Gynaecology,Adult,16-64, 0-3 Months,120
31-01-2019,1503,Gynaecology,Adult,16-64, 3-6 Months,67
31-01-2019,1503,Gynaecology,Adult,16-64,12-15 Months,27
31-01-2019,1503,Gynaecology,Adult,65+, 6-9 Months,13
31-01-2019,1503,Gynaecology,Adult,65+,15-18 Months,8
31-01-2019,1700,Ophthalmology,Adult,65+, 6-9 Months,1
31-01-2019,1700,Ophthalmology,Child,0-15, 3-6 Months,5
31-01-2019,1700,Ophthalmology,Child,0-15, 6-9 Months,2
31-01-2019,1800,Orthopaedics,Adult,65+, 0-3 Months,4
31-01-2019,1800,Orthopaedics,Adult,65+, 6-9 Months,1
31-01-2019,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,18
31-01-2019,2600,General Surgery,Adult,16-64, 0-3 Months,172
31-01-2019,2600,General Surgery,Adult,16-64, 3-6 Months,102
31-01-2019,2600,General Surgery,Adult,16-64, 6-9 Months,47
31-01-2019,2600,General Surgery,Adult,16-64,12-15 Months,12
31-01-2019,2600,General Surgery,Adult,16-64,15-18 Months,13
31-01-2019,2604,Vascular Surgery,Adult,16-64,18 Months +,2
31-01-2019,2604,Vascular Surgery,Adult,65+, 0-3 Months,27
31-01-2019,7800,Urology,Adult,65+, 3-6 Months,11
31-01-2019,600,Otolaryngology (ENT),Adult,65+, 0-3 Months,98
31-01-2019,600,Otolaryngology (ENT),Adult,65+,15-18 Months,44
31-01-2019,600,Otolaryngology (ENT),Adult,65+,18 Months +,245
31-01-2019,600,Otolaryngology (ENT),Child,0-15,18 Months +,176
31-01-2019,1700,Ophthalmology,Adult,16-64, 9-12 Months,225
31-01-2019,1700,Ophthalmology,Child,0-15, 9-12 Months,32
31-01-2019,1700,Ophthalmology,Child,0-15,18 Months +,128
31-01-2019,1800,Orthopaedics,Adult,16-64, 6-9 Months,169
31-01-2019,1800,Orthopaedics,Child,0-15, 9-12 Months,3
31-01-2019,2500,Rheumatology,Adult,16-64, 3-6 Months,5
31-01-2019,100,Cardiology,Adult,65+, 3-6 Months,78
31-01-2019,300,Dermatology,Adult,16-64, 9-12 Months,42
31-01-2019,600,Otolaryngology (ENT),Adult,0-15, 0-3 Months,1
31-01-2019,600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,160
31-01-2019,600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,127
31-01-2019,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,78
31-01-2019,600,Otolaryngology (ENT),Adult,16-64,12-15 Months,37
31-01-2019,600,Otolaryngology (ENT),Adult,16-64,15-18 Months,43
31-01-2019,700,Gastro-Enterology,Adult,16-64, 9-12 Months,2
31-01-2019,700,Gastro-Enterology,Adult,65+, 0-3 Months,79
31-01-2019,900,Geriatric Medicine,Adult,65+, 9-12 Months,4
31-01-2019,1100,Haematology,Adult,65+, 0-3 Months,37
31-01-2019,1100,Haematology,Adult,65+, 6-9 Months,18
31-01-2019,1100,Haematology,Adult,65+,15-18 Months,7
31-01-2019,1100,Haematology,Adult,65+,18 Months +,43
31-01-2019,1300,Neurology,Adult,65+, 0-3 Months,20
31-01-2019,1700,Ophthalmology,Adult,0-15, 0-3 Months,118
31-01-2019,1700,Ophthalmology,Adult,0-15, 3-6 Months,47
31-01-2019,1700,Ophthalmology,Adult,0-15, 9-12 Months,31
31-01-2019,1700,Ophthalmology,Adult,0-15,12-15 Months,10
31-01-2019,1700,Ophthalmology,Adult,16-64, 0-3 Months,6
31-01-2019,1700,Ophthalmology,Child,0-15, 0-3 Months,13
31-01-2019,2400,Respiratory Medicine,Adult,65+, 0-3 Months,7
31-01-2019,2400,Respiratory Medicine,Adult,65+, 6-9 Months,1
31-01-2019,2600,General Surgery,Adult,0-15, 3-6 Months,1
31-01-2019,2600,General Surgery,Adult,65+,15-18 Months,9
31-01-2019,2600,General Surgery,Adult,65+,18 Months +,8
31-01-2019,2604,Vascular Surgery,Adult,16-64, 0-3 Months,36
31-01-2019,2604,Vascular Surgery,Adult,16-64, 3-6 Months,39
31-01-2019,2604,Vascular Surgery,Adult,16-64, 6-9 Months,48
31-01-2019,2604,Vascular Surgery,Adult,16-64, 9-12 Months,16
31-01-2019,600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,365
31-01-2019,600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,280
31-01-2019,600,Otolaryngology (ENT),Adult,16-64,18 Months +,938
31-01-2019,600,Otolaryngology (ENT),Adult,65+, 3-6 Months,86
31-01-2019,600,Otolaryngology (ENT),Adult,65+, 6-9 Months,69
31-01-2019,600,Otolaryngology (ENT),Adult,65+,12-15 Months,55
31-01-2019,600,Otolaryngology (ENT),Child,0-15,15-18 Months,52
31-01-2019,1700,Ophthalmology,Adult,65+, 0-3 Months,703
31-01-2019,1700,Ophthalmology,Adult,65+, 3-6 Months,518
31-01-2019,1700,Ophthalmology,Adult,65+, 6-9 Months,353
31-01-2019,1700,Ophthalmology,Adult,65+, 9-12 Months,249
31-01-2019,1700,Ophthalmology,Adult,65+,12-15 Months,224
31-01-2019,1800,Orthopaedics,Adult,16-64,15-18 Months,4
31-01-2019,1800,Orthopaedics,Adult,65+, 6-9 Months,111
31-01-2019,1800,Orthopaedics,Adult,65+, 9-12 Months,76
31-01-2019,1800,Orthopaedics,Adult,65+,18 Months +,2
31-01-2019,1800,Orthopaedics,Child,0-15, 3-6 Months,28
31-01-2019,1800,Orthopaedics,Child,0-15,12-15 Months,1
31-01-2019,100,Cardiology,Adult,16-64, 0-3 Months,265
31-01-2019,100,Cardiology,Adult,16-64, 3-6 Months,169
31-01-2019,100,Cardiology,Adult,16-64, 6-9 Months,6
31-01-2019,100,Cardiology,Adult,16-64,12-15 Months,1
31-01-2019,300,Dermatology,Adult,16-64, 0-3 Months,250
31-01-2019,300,Dermatology,Adult,16-64, 3-6 Months,149
31-01-2019,300,Dermatology,Adult,16-64,12-15 Months,24
31-01-2019,400,Endocrinology,Adult,65+, 0-3 Months,56
31-01-2019,600,Otolaryngology (ENT),Adult,65+,15-18 Months,6
31-01-2019,900,Geriatric Medicine,Adult,16-64, 3-6 Months,6
31-01-2019,900,Geriatric Medicine,Adult,16-64, 6-9 Months,3
31-01-2019,900,Geriatric Medicine,Adult,16-64, 9-12 Months,1
31-01-2019,900,Geriatric Medicine,Adult,16-64,12-15 Months,1
31-01-2019,1100,Haematology,Adult,16-64, 0-3 Months,92
31-01-2019,1100,Haematology,Adult,16-64, 6-9 Months,42
31-01-2019,1100,Haematology,Adult,16-64, 9-12 Months,26
31-01-2019,1100,Haematology,Adult,16-64,18 Months +,74
31-01-2019,1100,Haematology,Adult,65+, 3-6 Months,26
31-01-2019,300,Dermatology,Adult,65+,12-15 Months,1
31-01-2019,400,Endocrinology,Adult,65+, 0-3 Months,10
31-01-2019,402,Diabetes Mellitus,Adult,65+, 9-12 Months,1
31-01-2019,600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,15
31-01-2019,700,Gastro-Enterology,Adult,16-64, 0-3 Months,141
31-01-2019,700,Gastro-Enterology,Adult,16-64, 6-9 Months,4
31-01-2019,700,Gastro-Enterology,Adult,65+, 3-6 Months,14
31-01-2019,900,Geriatric Medicine,Adult,65+, 0-3 Months,14
31-01-2019,1503,Gynaecology,Adult,16-64, 9-12 Months,65
31-01-2019,1503,Gynaecology,Adult,65+,18 Months +,2
31-01-2019,1700,Ophthalmology,Adult,0-15, 6-9 Months,84
31-01-2019,1700,Ophthalmology,Adult,0-15,15-18 Months,1
31-01-2019,2600,General Surgery,Adult,16-64, 9-12 Months,17
31-01-2019,2600,General Surgery,Adult,65+, 0-3 Months,43
31-01-2019,7800,Urology,Adult,0-15, 6-9 Months,1
31-01-2019,7800,Urology,Adult,16-64, 0-3 Months,38
31-01-2019,7800,Urology,Adult,16-64, 6-9 Months,4
31-01-2019,600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,276
31-01-2019,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,299
31-01-2019,600,Otolaryngology (ENT),Adult,16-64,12-15 Months,232
31-01-2019,600,Otolaryngology (ENT),Adult,65+, 9-12 Months,62
31-01-2019,600,Otolaryngology (ENT),Child,0-15, 3-6 Months,45
31-01-2019,600,Otolaryngology (ENT),Child,0-15,12-15 Months,61
31-01-2019,1700,Ophthalmology,Adult,16-64, 0-3 Months,819
31-01-2019,1700,Ophthalmology,Adult,16-64, 3-6 Months,508
31-01-2019,1700,Ophthalmology,Adult,16-64, 6-9 Months,322
31-01-2019,1700,Ophthalmology,Adult,16-64,12-15 Months,180
31-01-2019,1700,Ophthalmology,Adult,16-64,15-18 Months,164
31-01-2019,1700,Ophthalmology,Adult,16-64,18 Months +,912
31-01-2019,1700,Ophthalmology,Child,0-15, 6-9 Months,40
31-01-2019,1700,Ophthalmology,Child,0-15,12-15 Months,33
31-01-2019,1700,Ophthalmology,Child,0-15,15-18 Months,22
31-01-2019,1800,Orthopaedics,Adult,16-64,18 Months +,3
31-01-2019,1800,Orthopaedics,Adult,65+, 0-3 Months,260
31-01-2019,1800,Orthopaedics,Adult,65+, 3-6 Months,153
31-01-2019,1800,Orthopaedics,Adult,65+,12-15 Months,2
31-01-2019,1800,Orthopaedics,Child,0-15, 0-3 Months,33
31-01-2019,1800,Orthopaedics,Child,0-15, 6-9 Months,16
31-01-2019,2500,Rheumatology,Adult,65+, 0-3 Months,14
31-01-2019,2500,Rheumatology,Adult,65+, 3-6 Months,2
31-01-2019,300,Dermatology,Adult,16-64, 6-9 Months,47
31-01-2019,300,Dermatology,Adult,16-64,18 Months +,44
31-01-2019,300,Dermatology,Adult,65+, 3-6 Months,37
31-01-2019,300,Dermatology,Adult,65+,12-15 Months,3
31-01-2019,300,Dermatology,Adult,65+,15-18 Months,14
31-01-2019,400,Endocrinology,Adult,16-64, 0-3 Months,201
31-01-2019,400,Endocrinology,Adult,16-64,18 Months +,1
31-01-2019,400,Endocrinology,Adult,65+, 3-6 Months,29
31-01-2019,600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,78
31-01-2019,600,Otolaryngology (ENT),Adult,65+, 3-6 Months,16
31-01-2019,600,Otolaryngology (ENT),Adult,65+,18 Months +,31
31-01-2019,1700,Ophthalmology,Child,0-15, 0-3 Months,194
31-01-2019,1700,Ophthalmology,Child,0-15, 3-6 Months,81
31-01-2019,1800,Orthopaedics,Adult,16-64, 0-3 Months,642
31-01-2019,1800,Orthopaedics,Adult,16-64, 3-6 Months,339
31-01-2019,1800,Orthopaedics,Adult,16-64, 9-12 Months,133
31-01-2019,1800,Orthopaedics,Adult,16-64,12-15 Months,7
31-01-2019,2500,Rheumatology,Adult,16-64, 0-3 Months,25
31-01-2019,100,Cardiology,Adult,16-64,15-18 Months,1
31-01-2019,100,Cardiology,Adult,65+, 0-3 Months,134
31-01-2019,100,Cardiology,Adult,65+, 6-9 Months,3
31-01-2019,100,Cardiology,Adult,65+, 9-12 Months,1
31-01-2019,300,Dermatology,Adult,16-64,15-18 Months,30
31-01-2019,300,Dermatology,Adult,65+, 0-3 Months,83
31-01-2019,300,Dermatology,Adult,65+, 6-9 Months,7
31-01-2019,300,Dermatology,Adult,65+, 9-12 Months,8
31-01-2019,300,Dermatology,Adult,65+,18 Months +,10
31-01-2019,400,Endocrinology,Adult,16-64, 3-6 Months,91
31-01-2019,400,Endocrinology,Adult,16-64, 6-9 Months,14
31-01-2019,400,Endocrinology,Adult,16-64, 9-12 Months,4
31-01-2019,400,Endocrinology,Adult,16-64,12-15 Months,1
31-01-2019,600,Otolaryngology (ENT),Adult,0-15,18 Months +,1
31-01-2019,600,Otolaryngology (ENT),Adult,16-64,18 Months +,180
31-01-2019,600,Otolaryngology (ENT),Adult,65+, 0-3 Months,29
31-01-2019,600,Otolaryngology (ENT),Adult,65+, 6-9 Months,14
31-01-2019,600,Otolaryngology (ENT),Adult,65+, 9-12 Months,17
31-01-2019,600,Otolaryngology (ENT),Adult,65+,12-15 Months,7
31-01-2019,700,Gastro-Enterology,Adult,16-64, 0-3 Months,436
31-01-2019,700,Gastro-Enterology,Adult,65+, 3-6 Months,37
31-01-2019,700,Gastro-Enterology,Adult,65+, 6-9 Months,6
31-01-2019,700,Gastro-Enterology,Adult,65+, 9-12 Months,1
31-01-2019,900,Geriatric Medicine,Adult,65+, 0-3 Months,190
31-01-2019,1503,Gynaecology,Adult,16-64, 3-6 Months,62
31-01-2019,1700,Ophthalmology,Adult,65+, 0-3 Months,23
31-01-2019,1700,Ophthalmology,Adult,65+, 3-6 Months,13
31-01-2019,1800,Orthopaedics,Adult,16-64, 6-9 Months,165
31-01-2019,1800,Orthopaedics,Adult,16-64, 9-12 Months,167
31-01-2019,2000,Plastic Surgery,Adult,65+, 0-3 Months,2
31-01-2019,2000,Plastic Surgery,Adult,65+, 3-6 Months,1
31-01-2019,2000,Plastic Surgery,Adult,65+, 6-9 Months,2
31-01-2019,2400,Respiratory Medicine,Adult,65+,15-18 Months,11
31-01-2019,2400,Respiratory Medicine,Adult,65+,18 Months +,2
31-01-2019,2500,Rheumatology,Adult,16-64, 0-3 Months,186
31-01-2019,2500,Rheumatology,Adult,16-64, 3-6 Months,123
31-01-2019,2500,Rheumatology,Adult,16-64, 6-9 Months,66
31-01-2019,2500,Rheumatology,Adult,16-64,12-15 Months,19
31-01-2019,2600,General Surgery,Adult,16-64, 0-3 Months,264
31-01-2019,2600,General Surgery,Adult,16-64, 9-12 Months,26
31-01-2019,2600,General Surgery,Adult,65+, 3-6 Months,47
31-01-2019,2600,General Surgery,Adult,65+, 6-9 Months,23
31-01-2019,2604,Vascular Surgery,Adult,65+, 0-3 Months,1
31-01-2019,7800,Urology,Adult,16-64, 0-3 Months,360
31-01-2019,1300,Neurology,Adult,65+, 6-9 Months,19
31-01-2019,1300,Neurology,Adult,65+,18 Months +,1
31-01-2019,1503,Gynaecology,Adult,16-64, 0-3 Months,112
31-01-2019,1503,Gynaecology,Adult,16-64, 6-9 Months,9
31-01-2019,1700,Ophthalmology,Adult,16-64, 0-3 Months,16
31-01-2019,1700,Ophthalmology,Adult,16-64, 3-6 Months,25
31-01-2019,1800,Orthopaedics,Adult,16-64, 0-3 Months,484
31-01-2019,1800,Orthopaedics,Adult,16-64, 3-6 Months,351
31-01-2019,1800,Orthopaedics,Adult,16-64,12-15 Months,86
31-01-2019,1800,Orthopaedics,Adult,65+, 6-9 Months,52
31-01-2019,1800,Orthopaedics,Adult,65+,15-18 Months,24
31-01-2019,1800,Orthopaedics,Child,0-15, 6-9 Months,1
31-01-2019,2300,Nephrology,Adult,65+, 0-3 Months,30
31-01-2019,2300,Nephrology,Adult,65+, 3-6 Months,15
31-01-2019,2300,Nephrology,Adult,65+, 6-9 Months,18
31-01-2019,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,228
31-01-2019,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,123
31-01-2019,2400,Respiratory Medicine,Adult,16-64,15-18 Months,25
31-01-2019,2500,Rheumatology,Adult,16-64,18 Months +,29
31-01-2019,2500,Rheumatology,Adult,65+, 3-6 Months,30
31-01-2019,2500,Rheumatology,Adult,65+, 6-9 Months,15
31-01-2019,2500,Rheumatology,Adult,65+,12-15 Months,6
31-01-2019,2600,General Surgery,Adult,16-64, 3-6 Months,85
31-01-2019,2600,General Surgery,Adult,16-64, 6-9 Months,42
