Archive_Date,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
29-02-2020,300,Dermatology,Adult,16-64, 3-6 Months,245
29-02-2020,300,Dermatology,Adult,16-64, 6-9 Months,203
29-02-2020,300,Dermatology,Adult,16-64,12-15 Months,123
29-02-2020,300,Dermatology,Child,0-15,18 Months +,210
29-02-2020,600,Otolaryngology (ENT),Adult,65+,15-18 Months,30
29-02-2020,600,Otolaryngology (ENT),Child,0-15, 0-3 Months,255
29-02-2020,600,Otolaryngology (ENT),Child,0-15, 6-9 Months,94
29-02-2020,600,Otolaryngology (ENT),Child,0-15, 9-12 Months,124
29-02-2020,600,Otolaryngology (ENT),Child,0-15,18 Months +,152
29-02-2020,700,Gastro-Enterology,Child,0-15, 3-6 Months,3
29-02-2020,7200,Paediatric Surgery,Child,0-15,15-18 Months,41
29-02-2020,7200,Paediatric Surgery,Child,0-15,18 Months +,45
29-02-2020,7200,Paediatric Surgery,Child,16-64, 0-3 Months,8
29-02-2020,7200,Paediatric Surgery,Child,16-64, 3-6 Months,7
29-02-2020,7200,Paediatric Surgery,Child,16-64,12-15 Months,2
29-02-2020,7600,Cardio-Thoracic Surgery,Child,0-15, 0-3 Months,24
29-02-2020,7600,Cardio-Thoracic Surgery,Child,0-15, 6-9 Months,6
29-02-2020,7600,Cardio-Thoracic Surgery,Child,0-15, 9-12 Months,1
29-02-2020,7600,Cardio-Thoracic Surgery,Child,0-15,18 Months +,1
29-02-2020,7600,Cardio-Thoracic Surgery,Child,16-64, 0-3 Months,2
29-02-2020,7600,Cardio-Thoracic Surgery,Child,16-64, 3-6 Months,3
29-02-2020,7803,Paediatric Urology,Child,0-15,15-18 Months,210
29-02-2020,7803,Paediatric Urology,Child,16-64,15-18 Months,4
29-02-2020,7803,Paediatric Urology,Child,16-64,18 Months +,26
29-02-2020,8004,Paediatric Anaesthetics,Child,0-15, 6-9 Months,5
29-02-2020,8800,Immunology,Child,0-15,15-18 Months,52
29-02-2020,8800,Immunology,Child,16-64,18 Months +,6
29-02-2020,100,Cardiology,Adult,16-64,15-18 Months,71
29-02-2020,100,Cardiology,Adult,65+,18 Months +,73
29-02-2020,300,Dermatology,Adult,16-64,15-18 Months,33
29-02-2020,300,Dermatology,Adult,65+, 3-6 Months,57
29-02-2020,300,Dermatology,Adult,65+,18 Months +,67
29-02-2020,1800,Orthopaedics,Adult,16-64, 3-6 Months,259
29-02-2020,1800,Orthopaedics,Adult,16-64, 6-9 Months,239
29-02-2020,1800,Orthopaedics,Adult,16-64,12-15 Months,109
29-02-2020,2500,Rheumatology,Adult,16-64, 0-3 Months,53
29-02-2020,2500,Rheumatology,Adult,16-64, 9-12 Months,36
29-02-2020,2500,Rheumatology,Adult,65+, 6-9 Months,13
29-02-2020,2600,General Surgery,Adult,65+, 0-3 Months,110
29-02-2020,2600,General Surgery,Adult,65+, 3-6 Months,14
29-02-2020,2600,General Surgery,Adult,65+, 6-9 Months,1
29-02-2020,7800,Urology,Adult,16-64, 0-3 Months,58
29-02-2020,8000,Anaesthetics,Adult,16-64, 0-3 Months,23
29-02-2020,8000,Anaesthetics,Adult,16-64, 3-6 Months,11
29-02-2020,8000,Anaesthetics,Adult,16-64, 9-12 Months,5
29-02-2020,8000,Anaesthetics,Adult,16-64,12-15 Months,3
29-02-2020,100,Cardiology,Adult,16-64,15-18 Months,38
29-02-2020,100,Cardiology,Adult,65+,12-15 Months,12
29-02-2020,100,Cardiology,Adult,65+,18 Months +,28
29-02-2020,400,Endocrinology,Adult,16-64, 0-3 Months,54
29-02-2020,400,Endocrinology,Adult,16-64, 3-6 Months,49
29-02-2020,400,Endocrinology,Adult,16-64, 6-9 Months,34
29-02-2020,400,Endocrinology,Adult,16-64,12-15 Months,9
29-02-2020,402,Diabetes Mellitus,Adult,16-64, 3-6 Months,32
29-02-2020,402,Diabetes Mellitus,Adult,16-64, 6-9 Months,24
29-02-2020,402,Diabetes Mellitus,Adult,16-64,12-15 Months,4
29-02-2020,1100,Haematology,Adult,65+,15-18 Months,3
29-02-2020,1100,Haematology,Child,0-15, 3-6 Months,1
29-02-2020,1503,Gynaecology,Adult,65+,15-18 Months,9
29-02-2020,1503,Gynaecology,Adult,65+,18 Months +,5
29-02-2020,1503,Gynaecology,Child,0-15, 0-3 Months,9
29-02-2020,1503,Gynaecology,Child,0-15, 3-6 Months,5
29-02-2020,900,Geriatric Medicine,Adult,65+, 6-9 Months,7
29-02-2020,900,Geriatric Medicine,Adult,65+,18 Months +,1
29-02-2020,1503,Gynaecology,Adult,16-64, 9-12 Months,14
29-02-2020,1800,Orthopaedics,Adult,0-15, 0-3 Months,2
29-02-2020,1800,Orthopaedics,Adult,16-64, 3-6 Months,1
29-02-2020,2100,Psychiatry,Adult,16-64, 3-6 Months,30
29-02-2020,2100,Psychiatry,Adult,16-64, 6-9 Months,50
29-02-2020,2100,Psychiatry,Adult,16-64,12-15 Months,53
29-02-2020,2100,Psychiatry,Adult,16-64,15-18 Months,24
29-02-2020,2600,General Surgery,Adult,16-64, 9-12 Months,32
29-02-2020,2600,General Surgery,Adult,65+, 0-3 Months,24
29-02-2020,7800,Urology,Adult,0-15, 0-3 Months,1
29-02-2020,7800,Urology,Adult,16-64, 0-3 Months,103
29-02-2020,7800,Urology,Adult,16-64, 3-6 Months,19
29-02-2020,8003,Pain Relief,Adult,65+, 0-3 Months,12
29-02-2020,300,Dermatology,Adult,16-64, 0-3 Months,29
29-02-2020,300,Dermatology,Adult,16-64,15-18 Months,1
29-02-2020,300,Dermatology,Adult,65+, 3-6 Months,4
29-02-2020,1100,Haematology,Adult,16-64, 3-6 Months,33
29-02-2020,1100,Haematology,Adult,16-64,12-15 Months,12
29-02-2020,1100,Haematology,Adult,65+, 9-12 Months,10
29-02-2020,1300,Neurology,Adult,16-64, 3-6 Months,19
29-02-2020,1300,Neurology,Adult,16-64,12-15 Months,10
29-02-2020,1300,Neurology,Adult,65+, 9-12 Months,12
29-02-2020,1503,Gynaecology,Adult,65+, 0-3 Months,32
29-02-2020,1503,Gynaecology,Adult,65+, 6-9 Months,17
29-02-2020,1503,Gynaecology,Adult,65+,15-18 Months,5
29-02-2020,1503,Gynaecology,Adult,65+,18 Months +,8
29-02-2020,1700,Ophthalmology,Adult,65+, 0-3 Months,26
29-02-2020,1800,Orthopaedics,Adult,16-64, 9-12 Months,3
29-02-2020,1800,Orthopaedics,Adult,65+, 0-3 Months,7
29-02-2020,1900,Paediatrics,Adult,16-64, 6-9 Months,1
29-02-2020,1900,Paediatrics,Adult,16-64,12-15 Months,1
29-02-2020,1900,Paediatrics,Child,0-15, 6-9 Months,95
29-02-2020,1900,Paediatrics,Child,0-15, 9-12 Months,43
29-02-2020,2600,General Surgery,Adult,65+, 0-3 Months,155
29-02-2020,2600,General Surgery,Adult,65+, 3-6 Months,118
29-02-2020,2600,General Surgery,Adult,65+,12-15 Months,3
29-02-2020,2600,General Surgery,Child,0-15, 6-9 Months,74
29-02-2020,5000,General Medicine,Adult,16-64, 0-3 Months,561
29-02-2020,5000,General Medicine,Adult,16-64, 6-9 Months,318
29-02-2020,5000,General Medicine,Adult,16-64,15-18 Months,153
29-02-2020,5000,General Medicine,Adult,65+, 9-12 Months,77
29-02-2020,5000,General Medicine,Child,0-15,15-18 Months,1
29-02-2020,100,Cardiology,Adult,16-64, 0-3 Months,74
29-02-2020,100,Cardiology,Adult,16-64, 3-6 Months,79
29-02-2020,100,Cardiology,Adult,16-64, 6-9 Months,85
29-02-2020,100,Cardiology,Adult,16-64,12-15 Months,50
29-02-2020,100,Cardiology,Adult,16-64,15-18 Months,45
29-02-2020,100,Cardiology,Adult,65+, 9-12 Months,72
29-02-2020,1100,Haematology,Adult,16-64, 0-3 Months,3
29-02-2020,6300,Clinical Pharmacology,Adult,16-64, 9-12 Months,6
29-02-2020,6300,Clinical Pharmacology,Adult,65+, 0-3 Months,8
29-02-2020,7001,Oral Surgery,Adult,16-64, 9-12 Months,217
29-02-2020,7001,Oral Surgery,Adult,65+,18 Months +,79
29-02-2020,7001,Oral Surgery,Child,0-15, 9-12 Months,11
29-02-2020,7001,Oral Surgery,Child,0-15,18 Months +,44
29-02-2020,7400,Pathology,Adult,16-64, 3-6 Months,26
29-02-2020,7400,Pathology,Adult,16-64,12-15 Months,12
29-02-2020,7400,Pathology,Adult,16-64,15-18 Months,8
29-02-2020,7400,Pathology,Adult,65+, 9-12 Months,2
29-02-2020,7800,Urology,Adult,65+, 0-3 Months,225
29-02-2020,7800,Urology,Adult,65+, 3-6 Months,175
29-02-2020,7800,Urology,Adult,65+, 6-9 Months,106
29-02-2020,7800,Urology,Adult,65+,12-15 Months,64
29-02-2020,7800,Urology,Adult,65+,15-18 Months,53
29-02-2020,7800,Urology,Adult,65+,18 Months +,343
29-02-2020,7800,Urology,Child,0-15, 0-3 Months,129
29-02-2020,7900,Clinical Immunology,Adult,65+, 0-3 Months,21
29-02-2020,7900,Clinical Immunology,Adult,65+, 3-6 Months,15
29-02-2020,7900,Clinical Immunology,Adult,65+, 6-9 Months,7
29-02-2020,7900,Clinical Immunology,Adult,65+,15-18 Months,2
29-02-2020,7900,Clinical Immunology,Child,0-15, 3-6 Months,9
29-02-2020,7900,Clinical Immunology,Child,0-15,12-15 Months,1
29-02-2020,0,Small Volume Specialities,Adult,16-64, 0-3 Months,5
29-02-2020,300,Dermatology,Adult,16-64, 6-9 Months,42
29-02-2020,300,Dermatology,Adult,65+, 9-12 Months,16
29-02-2020,300,Dermatology,Child,0-15, 9-12 Months,20
29-02-2020,400,Endocrinology,Adult,16-64, 0-3 Months,8
29-02-2020,600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,85
29-02-2020,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,80
29-02-2020,600,Otolaryngology (ENT),Adult,16-64,15-18 Months,82
29-02-2020,600,Otolaryngology (ENT),Adult,16-64,18 Months +,615
29-02-2020,600,Otolaryngology (ENT),Adult,65+, 3-6 Months,30
29-02-2020,600,Otolaryngology (ENT),Adult,65+,12-15 Months,29
29-02-2020,600,Otolaryngology (ENT),Child,0-15, 0-3 Months,67
29-02-2020,600,Otolaryngology (ENT),Child,0-15, 3-6 Months,42
29-02-2020,600,Otolaryngology (ENT),Child,0-15, 6-9 Months,44
29-02-2020,600,Otolaryngology (ENT),Child,0-15,12-15 Months,64
29-02-2020,600,Otolaryngology (ENT),Child,0-15,15-18 Months,53
29-02-2020,1503,Gynaecology,Adult,16-64, 0-3 Months,200
29-02-2020,1503,Gynaecology,Adult,65+, 3-6 Months,7
29-02-2020,1503,Gynaecology,Child,0-15, 0-3 Months,1
29-02-2020,1800,Orthopaedics,Adult,16-64,18 Months +,45
29-02-2020,1800,Orthopaedics,Adult,65+, 0-3 Months,200
29-02-2020,1800,Orthopaedics,Adult,65+, 3-6 Months,19
29-02-2020,1800,Orthopaedics,Adult,65+, 6-9 Months,2
29-02-2020,1800,Orthopaedics,Adult,65+,12-15 Months,5
29-02-2020,1800,Orthopaedics,Adult,65+,15-18 Months,3
29-02-2020,1800,Orthopaedics,Child,0-15, 0-3 Months,28
29-02-2020,1800,Orthopaedics,Child,0-15, 3-6 Months,17
29-02-2020,1100,Haematology,Adult,16-64, 6-9 Months,3
29-02-2020,1100,Haematology,Adult,65+, 3-6 Months,4
29-02-2020,1503,Gynaecology,Adult,16-64, 3-6 Months,99
29-02-2020,1503,Gynaecology,Adult,16-64,12-15 Months,69
29-02-2020,1503,Gynaecology,Adult,65+, 9-12 Months,1
29-02-2020,1800,Orthopaedics,Adult,16-64, 0-3 Months,267
29-02-2020,1800,Orthopaedics,Adult,16-64, 6-9 Months,368
29-02-2020,1800,Orthopaedics,Adult,16-64,15-18 Months,119
29-02-2020,2500,Rheumatology,Adult,16-64, 3-6 Months,150
29-02-2020,2500,Rheumatology,Adult,16-64, 6-9 Months,133
29-02-2020,2500,Rheumatology,Adult,16-64,12-15 Months,103
29-02-2020,2500,Rheumatology,Adult,65+, 9-12 Months,25
29-02-2020,2500,Rheumatology,Child,0-15, 3-6 Months,1
29-02-2020,5000,General Medicine,Adult,16-64,18 Months +,48
29-02-2020,5000,General Medicine,Adult,65+, 0-3 Months,87
29-02-2020,5000,General Medicine,Adult,65+, 6-9 Months,69
29-02-2020,5000,General Medicine,Adult,65+,12-15 Months,16
29-02-2020,5000,General Medicine,Adult,65+,15-18 Months,16
29-02-2020,100,Cardiology,Adult,16-64, 6-9 Months,31
29-02-2020,100,Cardiology,Adult,16-64,18 Months +,2
29-02-2020,100,Cardiology,Adult,65+, 3-6 Months,29
29-02-2020,100,Cardiology,Adult,65+,12-15 Months,6
29-02-2020,100,Cardiology,Adult,65+,15-18 Months,1
29-02-2020,100,Cardiology,Child,0-15, 0-3 Months,1
29-02-2020,402,Diabetes Mellitus,Adult,16-64, 0-3 Months,30
29-02-2020,700,Gastro-Enterology,Adult,16-64, 9-12 Months,10
29-02-2020,700,Gastro-Enterology,Adult,65+, 0-3 Months,22
29-02-2020,1300,Neurology,Adult,65+, 0-3 Months,10
29-02-2020,1300,Neurology,Adult,65+, 6-9 Months,3
29-02-2020,1300,Neurology,Adult,65+,18 Months +,38
29-02-2020,1503,Gynaecology,Adult,16-64, 0-3 Months,229
29-02-2020,1503,Gynaecology,Adult,16-64, 3-6 Months,153
29-02-2020,1503,Gynaecology,Adult,16-64, 6-9 Months,42
29-02-2020,1503,Gynaecology,Child,0-15, 0-3 Months,1
29-02-2020,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,50
29-02-2020,2400,Respiratory Medicine,Adult,16-64,15-18 Months,12
29-02-2020,2600,General Surgery,Adult,16-64, 3-6 Months,40
29-02-2020,2600,General Surgery,Adult,16-64, 6-9 Months,1
29-02-2020,2600,General Surgery,Adult,16-64,12-15 Months,1
29-02-2020,2600,General Surgery,Adult,65+, 9-12 Months,1
29-02-2020,2600,General Surgery,Child,0-15, 3-6 Months,5
29-02-2020,5000,General Medicine,Adult,16-64, 9-12 Months,2
29-02-2020,0,Small Volume Specialities,Adult,65+, 3-6 Months,1
29-02-2020,900,Geriatric Medicine,Adult,65+, 3-6 Months,43
29-02-2020,900,Geriatric Medicine,Adult,65+, 6-9 Months,4
29-02-2020,1503,Gynaecology,Adult,16-64, 9-12 Months,2
29-02-2020,1900,Paediatrics,Child,0-15, 0-3 Months,220
29-02-2020,1900,Paediatrics,Child,0-15, 3-6 Months,49
29-02-2020,5000,General Medicine,Adult,16-64, 3-6 Months,177
29-02-2020,5000,General Medicine,Adult,16-64, 6-9 Months,52
29-02-2020,100,Cardiology,Adult,0-15, 0-3 Months,12
29-02-2020,1800,Orthopaedics,Child,0-15,12-15 Months,15
29-02-2020,1900,Paediatrics,Child,0-15, 9-12 Months,24
29-02-2020,2300,Nephrology,Adult,65+, 0-3 Months,14
29-02-2020,2300,Nephrology,Adult,65+, 6-9 Months,5
29-02-2020,2300,Nephrology,Adult,65+,15-18 Months,7
29-02-2020,2300,Nephrology,Adult,65+,18 Months +,49
29-02-2020,2600,General Surgery,Adult,16-64, 0-3 Months,384
29-02-2020,2600,General Surgery,Adult,16-64, 3-6 Months,162
29-02-2020,2600,General Surgery,Adult,16-64, 6-9 Months,108
29-02-2020,2600,General Surgery,Adult,16-64,12-15 Months,72
29-02-2020,2600,General Surgery,Adult,65+, 9-12 Months,25
29-02-2020,2600,General Surgery,Child,0-15, 3-6 Months,14
29-02-2020,2600,General Surgery,Child,0-15, 6-9 Months,5
29-02-2020,2600,General Surgery,Child,0-15,12-15 Months,3
29-02-2020,5000,General Medicine,Adult,16-64, 9-12 Months,157
29-02-2020,7800,Urology,Adult,16-64, 9-12 Months,15
29-02-2020,7800,Urology,Adult,16-64,18 Months +,138
29-02-2020,7800,Urology,Adult,65+, 0-3 Months,16
29-02-2020,7800,Urology,Adult,65+, 3-6 Months,8
29-02-2020,7800,Urology,Adult,65+,12-15 Months,8
29-02-2020,7800,Urology,Child,0-15,18 Months +,5
29-02-2020,400,Endocrinology,Adult,16-64, 9-12 Months,12
29-02-2020,400,Endocrinology,Adult,65+, 0-3 Months,26
29-02-2020,400,Endocrinology,Adult,65+, 3-6 Months,18
29-02-2020,400,Endocrinology,Adult,65+,12-15 Months,10
29-02-2020,600,Otolaryngology (ENT),Adult,0-15,15-18 Months,11
29-02-2020,1800,Orthopaedics,Adult,0-15, 3-6 Months,1
29-02-2020,1800,Orthopaedics,Adult,0-15,12-15 Months,2
29-02-2020,1800,Orthopaedics,Adult,16-64,15-18 Months,12
29-02-2020,1800,Orthopaedics,Adult,65+, 9-12 Months,16
29-02-2020,2000,Plastic Surgery,Adult,0-15, 9-12 Months,2
29-02-2020,2000,Plastic Surgery,Adult,65+, 0-3 Months,157
29-02-2020,2000,Plastic Surgery,Adult,65+, 3-6 Months,133
29-02-2020,2000,Plastic Surgery,Adult,65+, 6-9 Months,91
29-02-2020,2000,Plastic Surgery,Adult,65+,12-15 Months,11
29-02-2020,2600,General Surgery,Adult,16-64, 9-12 Months,1
29-02-2020,2604,Vascular Surgery,Adult,16-64,15-18 Months,26
29-02-2020,2604,Vascular Surgery,Adult,65+, 9-12 Months,11
29-02-2020,5000,General Medicine,Adult,16-64,12-15 Months,16
29-02-2020,5000,General Medicine,Adult,16-64,18 Months +,3
29-02-2020,5000,General Medicine,Adult,65+, 0-3 Months,69
29-02-2020,5000,General Medicine,Adult,65+, 3-6 Months,46
29-02-2020,5000,General Medicine,Adult,65+, 6-9 Months,24
29-02-2020,5000,General Medicine,Adult,65+,15-18 Months,1
29-02-2020,7800,Urology,Adult,0-15, 0-3 Months,1
29-02-2020,7800,Urology,Adult,16-64, 3-6 Months,46
29-02-2020,7800,Urology,Adult,16-64, 6-9 Months,30
29-02-2020,7800,Urology,Adult,16-64,12-15 Months,27
29-02-2020,7800,Urology,Adult,65+, 9-12 Months,24
29-02-2020,100,Cardiology,Adult,16-64, 9-12 Months,43
29-02-2020,900,Geriatric Medicine,Adult,16-64, 0-3 Months,3
29-02-2020,900,Geriatric Medicine,Adult,16-64, 3-6 Months,1
29-02-2020,1100,Haematology,Adult,16-64, 0-3 Months,146
29-02-2020,1100,Haematology,Adult,16-64, 9-12 Months,79
29-02-2020,1100,Haematology,Adult,65+, 6-9 Months,36
29-02-2020,1300,Neurology,Adult,16-64, 0-3 Months,550
29-02-2020,1300,Neurology,Adult,16-64, 9-12 Months,196
29-02-2020,1300,Neurology,Adult,65+, 3-6 Months,81
29-02-2020,1300,Neurology,Adult,65+, 6-9 Months,62
29-02-2020,1300,Neurology,Adult,65+,12-15 Months,40
29-02-2020,1503,Gynaecology,Adult,16-64, 0-3 Months,742
29-02-2020,1503,Gynaecology,Adult,16-64, 9-12 Months,36
29-02-2020,1503,Gynaecology,Adult,16-64,15-18 Months,22
29-02-2020,1503,Gynaecology,Adult,16-64,18 Months +,163
29-02-2020,1503,Gynaecology,Adult,65+, 3-6 Months,38
29-02-2020,1503,Gynaecology,Adult,65+, 6-9 Months,15
29-02-2020,1503,Gynaecology,Adult,65+,12-15 Months,7
29-02-2020,1600,Oncology,Adult,16-64, 0-3 Months,10
29-02-2020,1700,Ophthalmology,Adult,65+,15-18 Months,86
29-02-2020,1700,Ophthalmology,Child,0-15, 0-3 Months,120
29-02-2020,1800,Orthopaedics,Adult,65+, 0-3 Months,280
29-02-2020,1800,Orthopaedics,Adult,65+, 6-9 Months,273
29-02-2020,1800,Orthopaedics,Adult,65+, 9-12 Months,205
29-02-2020,1800,Orthopaedics,Adult,65+,18 Months +,245
29-02-2020,1800,Orthopaedics,Child,0-15, 3-6 Months,48
29-02-2020,1900,Paediatrics,Child,0-15, 9-12 Months,53
29-02-2020,1900,Paediatrics,Child,0-15,12-15 Months,19
29-02-2020,1900,Paediatrics,Child,0-15,18 Months +,60
29-02-2020,2000,Plastic Surgery,Adult,16-64, 3-6 Months,288
29-02-2020,2000,Plastic Surgery,Adult,16-64,12-15 Months,69
29-02-2020,2000,Plastic Surgery,Adult,65+,15-18 Months,1
29-02-2020,2000,Plastic Surgery,Child,0-15,18 Months +,6
29-02-2020,2300,Nephrology,Adult,16-64, 0-3 Months,78
29-02-2020,2300,Nephrology,Adult,16-64, 3-6 Months,48
29-02-2020,2300,Nephrology,Adult,16-64, 9-12 Months,29
29-02-2020,2300,Nephrology,Adult,16-64,12-15 Months,25
29-02-2020,2300,Nephrology,Adult,65+, 6-9 Months,30
29-02-2020,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,208
29-02-2020,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,162
29-02-2020,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,104
29-02-2020,2400,Respiratory Medicine,Adult,16-64,18 Months +,207
29-02-2020,2400,Respiratory Medicine,Adult,65+, 3-6 Months,59
29-02-2020,2400,Respiratory Medicine,Adult,65+,12-15 Months,25
29-02-2020,2500,Rheumatology,Adult,16-64,15-18 Months,72
29-02-2020,2500,Rheumatology,Adult,65+,18 Months +,66
29-02-2020,2600,General Surgery,Adult,65+,15-18 Months,3
29-02-2020,2600,General Surgery,Adult,65+,18 Months +,3
29-02-2020,2600,General Surgery,Child,0-15, 0-3 Months,12
29-02-2020,2600,General Surgery,Child,0-15, 3-6 Months,9
29-02-2020,2604,Vascular Surgery,Adult,16-64, 3-6 Months,179
29-02-2020,1700,Ophthalmology,Adult,16-64,18 Months +,50
29-02-2020,1700,Ophthalmology,Adult,65+, 0-3 Months,65
29-02-2020,1700,Ophthalmology,Adult,65+, 6-9 Months,34
29-02-2020,1700,Ophthalmology,Adult,65+, 9-12 Months,23
29-02-2020,1905,Paed Endocrinology,Child,0-15, 6-9 Months,1
29-02-2020,1916,Developmental Paediatrics,Child,0-15, 0-3 Months,12
29-02-2020,1916,Developmental Paediatrics,Child,0-15, 3-6 Months,18
29-02-2020,1916,Developmental Paediatrics,Child,0-15, 6-9 Months,10
29-02-2020,1916,Developmental Paediatrics,Child,0-15, 9-12 Months,6
29-02-2020,1916,Developmental Paediatrics,Child,0-15,12-15 Months,2
29-02-2020,2600,General Surgery,Adult,16-64, 0-3 Months,428
29-02-2020,2600,General Surgery,Adult,16-64, 6-9 Months,175
29-02-2020,2600,General Surgery,Adult,16-64, 9-12 Months,130
29-02-2020,2600,General Surgery,Adult,16-64,18 Months +,89
29-02-2020,2600,General Surgery,Adult,65+, 3-6 Months,88
29-02-2020,2600,General Surgery,Adult,65+,12-15 Months,17
29-02-2020,2600,General Surgery,Child,0-15,15-18 Months,13
29-02-2020,7800,Urology,Adult,16-64, 0-3 Months,99
29-02-2020,7800,Urology,Adult,16-64, 9-12 Months,63
29-02-2020,7800,Urology,Child,0-15,15-18 Months,13
29-02-2020,600,Otolaryngology (ENT),Child,0-15, 0-3 Months,279
29-02-2020,600,Otolaryngology (ENT),Child,0-15, 9-12 Months,302
29-02-2020,600,Otolaryngology (ENT),Child,0-15,18 Months +,1046
29-02-2020,1100,Haematology,Adult,16-64, 0-3 Months,64
29-02-2020,1100,Haematology,Adult,65+, 6-9 Months,17
29-02-2020,1100,Haematology,Adult,65+, 9-12 Months,2
29-02-2020,1503,Gynaecology,Adult,16-64, 0-3 Months,36
29-02-2020,1600,Oncology,Adult,16-64, 0-3 Months,6
29-02-2020,1700,Ophthalmology,Adult,16-64, 3-6 Months,34
29-02-2020,1700,Ophthalmology,Adult,16-64,12-15 Months,1
29-02-2020,1700,Ophthalmology,Adult,65+,15-18 Months,1
29-02-2020,1700,Ophthalmology,Child,0-15,18 Months +,30
29-02-2020,1800,Orthopaedics,Adult,16-64,15-18 Months,130
29-02-2020,1800,Orthopaedics,Adult,65+, 0-3 Months,218
29-02-2020,1800,Orthopaedics,Adult,65+, 9-12 Months,193
29-02-2020,1800,Orthopaedics,Adult,65+,18 Months +,261
29-02-2020,1800,Orthopaedics,Child,0-15, 3-6 Months,52
29-02-2020,1800,Orthopaedics,Child,0-15,12-15 Months,10
29-02-2020,1900,Paediatrics,Child,0-15, 6-9 Months,12
29-02-2020,1900,Paediatrics,Child,0-15, 9-12 Months,5
29-02-2020,2300,Nephrology,Adult,16-64, 0-3 Months,27
29-02-2020,2300,Nephrology,Adult,16-64, 3-6 Months,33
29-02-2020,2300,Nephrology,Adult,16-64, 9-12 Months,19
29-02-2020,2300,Nephrology,Adult,16-64,12-15 Months,11
29-02-2020,2300,Nephrology,Adult,65+, 6-9 Months,15
29-02-2020,2500,Rheumatology,Adult,16-64,15-18 Months,118
29-02-2020,2500,Rheumatology,Adult,65+,18 Months +,29
29-02-2020,2500,Rheumatology,Child,0-15, 0-3 Months,2
29-02-2020,100,Cardiology,Adult,16-64, 3-6 Months,484
29-02-2020,100,Cardiology,Adult,16-64, 6-9 Months,365
29-02-2020,100,Cardiology,Adult,16-64,12-15 Months,30
29-02-2020,100,Cardiology,Adult,16-64,15-18 Months,7
29-02-2020,300,Dermatology,Adult,16-64,18 Months +,587
29-02-2020,300,Dermatology,Adult,65+, 0-3 Months,231
29-02-2020,400,Endocrinology,Adult,16-64, 9-12 Months,111
29-02-2020,400,Endocrinology,Adult,65+,18 Months +,54
29-02-2020,600,Otolaryngology (ENT),Adult,0-15,12-15 Months,2
29-02-2020,600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,353
29-02-2020,700,Gastro-Enterology,Adult,16-64,18 Months +,1
29-02-2020,700,Gastro-Enterology,Adult,65+, 0-3 Months,126
29-02-2020,700,Gastro-Enterology,Adult,65+, 3-6 Months,63
29-02-2020,700,Gastro-Enterology,Adult,65+, 6-9 Months,7
29-02-2020,900,Geriatric Medicine,Adult,65+, 6-9 Months,1
29-02-2020,1100,Haematology,Adult,16-64, 0-3 Months,230
29-02-2020,1100,Haematology,Adult,65+, 6-9 Months,49
29-02-2020,1100,Haematology,Adult,65+,15-18 Months,23
29-02-2020,1300,Neurology,Adult,16-64, 0-3 Months,394
29-02-2020,1300,Neurology,Adult,65+, 3-6 Months,75
29-02-2020,1300,Neurology,Adult,65+, 6-9 Months,88
29-02-2020,1300,Neurology,Adult,65+,12-15 Months,56
29-02-2020,1300,Neurology,Adult,65+,15-18 Months,66
29-02-2020,1503,Gynaecology,Adult,16-64, 9-12 Months,2
29-02-2020,1600,Oncology,Adult,65+, 0-3 Months,26
29-02-2020,1700,Ophthalmology,Adult,0-15, 3-6 Months,3
29-02-2020,1700,Ophthalmology,Adult,0-15, 6-9 Months,2
29-02-2020,1700,Ophthalmology,Adult,0-15,12-15 Months,1
29-02-2020,1700,Ophthalmology,Adult,0-15,15-18 Months,2
29-02-2020,1700,Ophthalmology,Adult,16-64,15-18 Months,175
29-02-2020,1700,Ophthalmology,Adult,65+, 9-12 Months,442
29-02-2020,1800,Orthopaedics,Adult,0-15, 0-3 Months,2
29-02-2020,1800,Orthopaedics,Adult,16-64, 3-6 Months,499
29-02-2020,1800,Orthopaedics,Adult,16-64,12-15 Months,70
29-02-2020,1800,Orthopaedics,Adult,65+, 9-12 Months,106
29-02-2020,2000,Plastic Surgery,Adult,16-64,18 Months +,1046
29-02-2020,2000,Plastic Surgery,Adult,65+, 0-3 Months,77
29-02-2020,2000,Plastic Surgery,Adult,65+, 6-9 Months,38
29-02-2020,2000,Plastic Surgery,Adult,65+,15-18 Months,34
29-02-2020,2100,Psychiatry,Adult,16-64, 3-6 Months,2
29-02-2020,2200,Radiology,Adult,16-64, 0-3 Months,3
29-02-2020,2200,Radiology,Adult,16-64, 6-9 Months,1
29-02-2020,2300,Nephrology,Adult,16-64, 0-3 Months,61
29-02-2020,2300,Nephrology,Adult,16-64, 3-6 Months,41
29-02-2020,2300,Nephrology,Adult,65+, 6-9 Months,3
29-02-2020,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,75
